Report Date,Commodity,Region,Attribute,Value,Unit
2014-07-11,"Oilseed, Soybean",Brazil,Production,91.0,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Beginning Stocks,46.48,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Crush,80.8,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Total Use,86.06,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Ending Stocks,56.55,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Exports,61.0,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Imports,0.53,Million Metric Tons
2014-07-11,"Oilseed, Soybean",Major Exporters,Production,156.6,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Beginning Stocks,3.82,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Crush,47.76,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Total Use,50.78,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Ending Stocks,11.28,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Exports,45.59,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2014-07-11,"Oilseed, Soybean",United States,Production,103.42,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Beginning Stocks,67.24,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Crush,250.91,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Total Use,283.31,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Ending Stocks,85.31,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Exports,113.29,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Imports,109.87,Million Metric Tons
2014-07-11,"Oilseed, Soybean",World,Production,304.79,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Beginning Stocks,7.42,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Total Use,21.17,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Ending Stocks,6.41,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Exports,47.22,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Imports,0.03,Million Metric Tons
2014-07-11,Soybean Meal,Major Exporters,Production,67.35,Million Metric Tons
2014-07-11,Soybean Meal,United States,Beginning Stocks,0.27,Million Metric Tons
2014-07-11,Soybean Meal,United States,Total Use,27.31,Million Metric Tons
2014-07-11,Soybean Meal,United States,Ending Stocks,0.27,Million Metric Tons
2014-07-11,Soybean Meal,United States,Exports,10.66,Million Metric Tons
2014-07-11,Soybean Meal,United States,Imports,0.15,Million Metric Tons
2014-07-11,Soybean Meal,United States,Production,37.82,Million Metric Tons
2014-07-11,Soybean Meal,World,Beginning Stocks,10.36,Million Metric Tons
2014-07-11,Soybean Meal,World,Total Use,194.57,Million Metric Tons
2014-07-11,Soybean Meal,World,Ending Stocks,9.72,Million Metric Tons
2014-07-11,Soybean Meal,World,Exports,65.0,Million Metric Tons
2014-07-11,Soybean Meal,World,Imports,60.86,Million Metric Tons
2014-07-11,Soybean Meal,World,Production,198.07,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Beginning Stocks,0.77,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Total Use,10.59,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Ending Stocks,0.77,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Exports,6.72,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Imports,0.3,Million Metric Tons
2014-07-11,Soybean Oil,Major Exporters,Production,17.01,Million Metric Tons
2014-07-11,Soybean Oil,United States,Beginning Stocks,0.74,Million Metric Tons
2014-07-11,Soybean Oil,United States,Total Use,8.26,Million Metric Tons
2014-07-11,Soybean Oil,United States,Ending Stocks,0.8,Million Metric Tons
2014-07-11,Soybean Oil,United States,Exports,0.95,Million Metric Tons
2014-07-11,Soybean Oil,United States,Imports,0.07,Million Metric Tons
2014-07-11,Soybean Oil,United States,Production,9.19,Million Metric Tons
2014-07-11,Soybean Oil,World,Beginning Stocks,3.41,Million Metric Tons
2014-07-11,Soybean Oil,World,Total Use,46.15,Million Metric Tons
2014-07-11,Soybean Oil,World,Ending Stocks,3.46,Million Metric Tons
2014-07-11,Soybean Oil,World,Exports,9.79,Million Metric Tons
2014-07-11,Soybean Oil,World,Imports,9.2,Million Metric Tons
2014-07-11,Soybean Oil,World,Production,46.79,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Beginning Stocks,27.58,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Feed,62.5,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Total Use,145.7,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Ending Stocks,27.39,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Exports,74.5,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Imports,5.64,Million Metric Tons
2014-07-11,Wheat,Major Exporters,Production,214.38,Million Metric Tons
2014-07-11,Wheat,United States,Beginning Stocks,16.05,Million Metric Tons
2014-07-11,Wheat,United States,Feed,3.95,Million Metric Tons
2014-07-11,Wheat,United States,Total Use,32.14,Million Metric Tons
2014-07-11,Wheat,United States,Ending Stocks,17.97,Million Metric Tons
2014-07-11,Wheat,United States,Exports,24.49,Million Metric Tons
2014-07-11,Wheat,United States,Imports,4.35,Million Metric Tons
2014-07-11,Wheat,United States,Production,54.21,Million Metric Tons
2014-07-11,Wheat,World,Beginning Stocks,184.29,Million Metric Tons
2014-07-11,Wheat,World,Feed,129.39,Million Metric Tons
2014-07-11,Wheat,World,Total Use,699.92,Million Metric Tons
2014-07-11,Wheat,World,Ending Stocks,189.54,Million Metric Tons
2014-07-11,Wheat,World,Exports,151.61,Million Metric Tons
2014-07-11,Wheat,World,Imports,149.91,Million Metric Tons
2014-07-11,Wheat,World,Production,705.17,Million Metric Tons
2014-08-12,Corn,Major Exporters,Beginning Stocks,24.31,Million Metric Tons
2014-08-12,Corn,Major Exporters,Feed,59.1,Million Metric Tons
2014-08-12,Corn,Major Exporters,Total Use,77.3,Million Metric Tons
2014-08-12,Corn,Major Exporters,Ending Stocks,23.15,Million Metric Tons
2014-08-12,Corn,Major Exporters,Exports,38.2,Million Metric Tons
2014-08-12,Corn,Major Exporters,Imports,0.84,Million Metric Tons
2014-08-12,Corn,Major Exporters,Production,113.5,Million Metric Tons
2014-08-12,Corn,United States,Beginning Stocks,30.01,Million Metric Tons
2014-08-12,Corn,United States,Feed,133.36,Million Metric Tons
2014-08-12,Corn,United States,Total Use,297.45,Million Metric Tons
2014-08-12,Corn,United States,Ending Stocks,45.93,Million Metric Tons
2014-08-12,Corn,United States,Exports,43.82,Million Metric Tons
2014-08-12,Corn,United States,Imports,0.76,Million Metric Tons
2014-08-12,Corn,United States,Production,356.43,Million Metric Tons
2014-08-12,Corn,World,Beginning Stocks,171.09,Million Metric Tons
2014-08-12,Corn,World,Feed,594.42,Million Metric Tons
2014-08-12,Corn,World,Total Use,968.67,Million Metric Tons
2014-08-12,Corn,World,Ending Stocks,187.82,Million Metric Tons
2014-08-12,Corn,World,Exports,115.86,Million Metric Tons
2014-08-12,Corn,World,Imports,114.22,Million Metric Tons
2014-08-12,Corn,World,Production,985.39,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Beginning Stocks,28.63,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Crush,39.8,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Total Use,41.9,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Ending Stocks,32.23,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Exports,8.5,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Imports,0.0,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Argentina,Production,54.0,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Beginning Stocks,17.11,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Crush,37.1,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Total Use,40.1,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Ending Stocks,23.51,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Exports,45.0,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Imports,0.5,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Brazil,Production,91.0,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Beginning Stocks,45.98,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Crush,80.8,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Total Use,86.06,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Ending Stocks,56.05,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Exports,61.0,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Imports,0.53,Million Metric Tons
2014-08-12,"Oilseed, Soybean",Major Exporters,Production,156.6,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Beginning Stocks,3.82,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Crush,47.76,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Total Use,50.78,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Ending Stocks,11.71,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Exports,45.59,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2014-08-12,"Oilseed, Soybean",United States,Production,103.85,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Beginning Stocks,67.09,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Crush,250.9,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Total Use,283.4,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Ending Stocks,85.62,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Exports,113.32,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Imports,110.55,Million Metric Tons
2014-08-12,"Oilseed, Soybean",World,Production,304.69,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Beginning Stocks,7.3,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Total Use,20.97,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Ending Stocks,6.77,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Exports,46.32,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Imports,0.03,Million Metric Tons
2014-08-12,Soybean Meal,Major Exporters,Production,66.72,Million Metric Tons
2014-08-12,Soybean Meal,United States,Beginning Stocks,0.27,Million Metric Tons
2014-08-12,Soybean Meal,United States,Total Use,27.31,Million Metric Tons
2014-08-12,Soybean Meal,United States,Ending Stocks,0.27,Million Metric Tons
2014-08-12,Soybean Meal,United States,Exports,10.66,Million Metric Tons
2014-08-12,Soybean Meal,United States,Imports,0.15,Million Metric Tons
2014-08-12,Soybean Meal,United States,Production,37.82,Million Metric Tons
2014-08-12,Soybean Meal,World,Beginning Stocks,10.2,Million Metric Tons
2014-08-12,Soybean Meal,World,Total Use,194.28,Million Metric Tons
2014-08-12,Soybean Meal,World,Ending Stocks,10.0,Million Metric Tons
2014-08-12,Soybean Meal,World,Exports,64.42,Million Metric Tons
2014-08-12,Soybean Meal,World,Imports,60.71,Million Metric Tons
2014-08-12,Soybean Meal,World,Production,197.78,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Beginning Stocks,0.75,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Total Use,10.59,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Ending Stocks,0.76,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Exports,6.72,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Imports,0.3,Million Metric Tons
2014-08-12,Soybean Oil,Major Exporters,Production,17.02,Million Metric Tons
2014-08-12,Soybean Oil,United States,Beginning Stocks,0.67,Million Metric Tons
2014-08-12,Soybean Oil,United States,Total Use,8.26,Million Metric Tons
2014-08-12,Soybean Oil,United States,Ending Stocks,0.73,Million Metric Tons
2014-08-12,Soybean Oil,United States,Exports,0.95,Million Metric Tons
2014-08-12,Soybean Oil,United States,Imports,0.07,Million Metric Tons
2014-08-12,Soybean Oil,United States,Production,9.19,Million Metric Tons
2014-08-12,Soybean Oil,World,Beginning Stocks,3.27,Million Metric Tons
2014-08-12,Soybean Oil,World,Total Use,46.07,Million Metric Tons
2014-08-12,Soybean Oil,World,Ending Stocks,3.39,Million Metric Tons
2014-08-12,Soybean Oil,World,Exports,9.79,Million Metric Tons
2014-08-12,Soybean Oil,World,Imports,9.22,Million Metric Tons
2014-08-12,Soybean Oil,World,Production,46.75,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Beginning Stocks,27.19,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Feed,65.0,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Total Use,148.2,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Ending Stocks,28.0,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Exports,71.5,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Imports,6.14,Million Metric Tons
2014-08-12,Wheat,Major Exporters,Production,214.37,Million Metric Tons
2014-08-12,Wheat,United States,Beginning Stocks,16.05,Million Metric Tons
2014-08-12,Wheat,United States,Feed,4.22,Million Metric Tons
2014-08-12,Wheat,United States,Total Use,32.41,Million Metric Tons
2014-08-12,Wheat,United States,Ending Stocks,18.05,Million Metric Tons
2014-08-12,Wheat,United States,Exports,25.17,Million Metric Tons
2014-08-12,Wheat,United States,Imports,4.35,Million Metric Tons
2014-08-12,Wheat,United States,Production,55.24,Million Metric Tons
2014-08-12,Wheat,World,Beginning Stocks,183.66,Million Metric Tons
2014-08-12,Wheat,World,Feed,134.62,Million Metric Tons
2014-08-12,Wheat,World,Total Use,706.79,Million Metric Tons
2014-08-12,Wheat,World,Ending Stocks,192.96,Million Metric Tons
2014-08-12,Wheat,World,Exports,151.8,Million Metric Tons
2014-08-12,Wheat,World,Imports,149.87,Million Metric Tons
2014-08-12,Wheat,World,Production,716.09,Million Metric Tons
2014-09-11,Corn,Major Exporters,Beginning Stocks,23.91,Million Metric Tons
2014-09-11,Corn,Major Exporters,Feed,59.2,Million Metric Tons
2014-09-11,Corn,Major Exporters,Total Use,77.5,Million Metric Tons
2014-09-11,Corn,Major Exporters,Ending Stocks,22.55,Million Metric Tons
2014-09-11,Corn,Major Exporters,Exports,36.2,Million Metric Tons
2014-09-11,Corn,Major Exporters,Imports,0.84,Million Metric Tons
2014-09-11,Corn,Major Exporters,Production,111.5,Million Metric Tons
2014-09-11,Corn,United States,Beginning Stocks,30.01,Million Metric Tons
2014-09-11,Corn,United States,Feed,135.26,Million Metric Tons
2014-09-11,Corn,United States,Total Use,301.13,Million Metric Tons
2014-09-11,Corn,United States,Ending Stocks,50.84,Million Metric Tons
2014-09-11,Corn,United States,Exports,44.45,Million Metric Tons
2014-09-11,Corn,United States,Imports,0.76,Million Metric Tons
2014-09-11,Corn,United States,Production,365.66,Million Metric Tons
2014-09-11,Corn,World,Beginning Stocks,173.08,Million Metric Tons
2014-09-11,Corn,World,Feed,594.02,Million Metric Tons
2014-09-11,Corn,World,Total Use,970.69,Million Metric Tons
2014-09-11,Corn,World,Ending Stocks,189.91,Million Metric Tons
2014-09-11,Corn,World,Exports,115.19,Million Metric Tons
2014-09-11,Corn,World,Imports,112.87,Million Metric Tons
2014-09-11,Corn,World,Production,987.52,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Beginning Stocks,28.63,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Crush,39.8,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Total Use,41.9,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Ending Stocks,33.23,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Exports,8.5,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Imports,0.0,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Argentina,Production,55.0,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Beginning Stocks,17.23,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Crush,37.6,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Total Use,40.75,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Ending Stocks,24.38,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Exports,46.7,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Imports,0.6,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Brazil,Production,94.0,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Beginning Stocks,46.11,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Crush,81.2,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Total Use,86.61,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Ending Stocks,58.03,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Exports,62.7,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Imports,0.63,Million Metric Tons
2014-09-11,"Oilseed, Soybean",Major Exporters,Production,160.6,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Beginning Stocks,3.55,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Crush,48.17,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Total Use,51.26,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Ending Stocks,12.93,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Exports,46.27,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2014-09-11,"Oilseed, Soybean",United States,Production,106.5,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Beginning Stocks,66.91,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Crush,252.08,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Total Use,284.98,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Ending Stocks,90.17,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Exports,115.4,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Imports,112.5,Million Metric Tons
2014-09-11,"Oilseed, Soybean",World,Production,311.13,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Beginning Stocks,7.62,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Total Use,21.02,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Ending Stocks,7.47,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Exports,46.32,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Imports,0.03,Million Metric Tons
2014-09-11,Soybean Meal,Major Exporters,Production,67.15,Million Metric Tons
2014-09-11,Soybean Meal,United States,Beginning Stocks,0.27,Million Metric Tons
2014-09-11,Soybean Meal,United States,Total Use,27.4,Million Metric Tons
2014-09-11,Soybean Meal,United States,Ending Stocks,0.27,Million Metric Tons
2014-09-11,Soybean Meal,United States,Exports,10.89,Million Metric Tons
2014-09-11,Soybean Meal,United States,Imports,0.15,Million Metric Tons
